TOOL,SAMPLE,ID/OOD,loss
DJ,dj_0_e5_p8.npy,id,1879.191650390625
DJ,dj_10_e5_p6.npy,id,1602.07958984375
DJ,dj_11_e5_p3.npy,id,1975.365234375
DJ,dj_12_e5_p3.npy,ood,371.4122314453125
DJ,dj_13_e5_p8.npy,ood,256.2124938964844
DJ,dj_14_e5_p6.npy,id,2016.9949951171875
DJ,dj_15_e5_p8.npy,id,1484.2850341796875
DJ,dj_16_e5_p9.npy,id,2048.4404296875
DJ,dj_17_e5_p2.npy,id,1351.2650146484375
DJ,dj_18_e5_p3.npy,id,1678.138916015625
DJ,dj_19_e5_p7.npy,id,2310.46435546875
DJ,dj_1_e5_p3.npy,id,1949.8173828125
DJ,dj_20_e5_p3.npy,id,1525.0838623046875
DJ,dj_21_e5_p7.npy,id,1893.40234375
DJ,dj_22_e5_p6.npy,id,1689.5054931640625
DJ,dj_23_e5_p3.npy,id,1721.6719970703125
DJ,dj_24_e5_p3.npy,id,2031.5228271484375
DJ,dj_25_e5_p3.npy,id,1686.4114990234375
DJ,dj_26_e5_p3.npy,id,1715.7115478515625
DJ,dj_27_e5_p0.npy,id,1686.7666015625
DJ,dj_28_e5_p6.npy,id,1716.22900390625
DJ,dj_29_e5_p3.npy,id,1903.594970703125
DJ,dj_2_e5_p4.npy,id,2219.013916015625
DJ,dj_30_e5_p3.npy,id,1940.6849365234375
DJ,dj_31_e5_p8.npy,ood,352.4068603515625
DJ,dj_32_e5_p3.npy,id,1851.3980712890625
DJ,dj_33_e5_p3.npy,id,2253.86572265625
DJ,dj_34_e5_p3.npy,id,1623.4713134765625
DJ,dj_35_e5_p6.npy,id,1829.1634521484375
DJ,dj_36_e5_p6.npy,id,2011.1539306640625
DJ,dj_37_e5_p3.npy,id,1537.267333984375
DJ,dj_38_e5_p3.npy,id,1721.4490966796875
DJ,dj_39_e5_p6.npy,id,1540.70654296875
DJ,dj_3_e5_p3.npy,id,1729.0306396484375
DJ,dj_40_e5_p8.npy,id,1816.9713134765625
DJ,dj_41_e5_p3.npy,id,1628.5797119140625
DJ,dj_42_e5_p6.npy,id,1473.542724609375
DJ,dj_43_e5_p3.npy,id,1565.9183349609375
DJ,dj_44_e5_p3.npy,id,1857.556884765625
DJ,dj_45_e5_p6.npy,id,1991.920654296875
DJ,dj_46_e5_p9.npy,id,1467.7408447265625
DJ,dj_47_e5_p6.npy,id,1498.83935546875
DJ,dj_48_e5_p6.npy,id,1703.48583984375
DJ,dj_49_e5_p7.npy,id,1940.9068603515625
DJ,dj_4_e5_p3.npy,id,1591.0394287109375
DJ,dj_50_e5_p7.npy,id,1954.499755859375
DJ,dj_51_e5_p6.npy,id,1483.6527099609375
DJ,dj_52_e5_p7.npy,id,2258.33837890625
DJ,dj_53_e5_p0.npy,id,1638.4222412109375
DJ,dj_54_e5_p6.npy,id,2013.89013671875
DJ,dj_55_e5_p3.npy,id,1759.59423828125
DJ,dj_56_e5_p2.npy,id,1352.5479736328125
DJ,dj_57_e5_p3.npy,id,1614.77294921875
DJ,dj_58_e5_p6.npy,id,1766.1292724609375
DJ,dj_59_e5_p3.npy,id,1754.3070068359375
DJ,dj_5_e5_p4.npy,id,1933.200439453125
DJ,dj_60_e5_p4.npy,id,1581.5240478515625
DJ,dj_61_e5_p8.npy,id,1740.1239013671875
DJ,dj_62_e5_p3.npy,id,1911.5916748046875
DJ,dj_63_e5_p6.npy,id,2005.5482177734375
DJ,dj_64_e5_p3.npy,id,1026.7767333984375
DJ,dj_65_e5_p0.npy,id,1617.3797607421875
DJ,dj_66_e5_p8.npy,id,1434.1556396484375
DJ,dj_67_e5_p8.npy,ood,-7197.7861328125
DJ,dj_68_e5_p3.npy,id,1817.309326171875
DJ,dj_69_e5_p0.npy,id,1806.444091796875
DJ,dj_6_e5_p3.npy,id,1976.495849609375
DJ,dj_70_e5_p3.npy,id,1567.4808349609375
DJ,dj_71_e5_p8.npy,id,2357.968505859375
DJ,dj_72_e5_p6.npy,id,1537.3729248046875
DJ,dj_73_e5_p9.npy,id,2101.09765625
DJ,dj_74_e5_p3.npy,id,1991.597900390625
DJ,dj_75_e5_p4.npy,id,1415.1785888671875
DJ,dj_76_e5_p3.npy,id,1813.1591796875
DJ,dj_77_e5_p3.npy,id,989.67919921875
DJ,dj_78_e5_p3.npy,id,1834.4776611328125
DJ,dj_79_e5_p3.npy,id,1618.2685546875
DJ,dj_7_e5_p8.npy,id,2372.31640625
DJ,dj_80_e5_p3.npy,id,1766.5482177734375
DJ,dj_81_e5_p3.npy,id,2081.27294921875
DJ,dj_82_e5_p6.npy,id,1638.267333984375
DJ,dj_83_e5_p8.npy,id,1760.4664306640625
DJ,dj_84_e5_p3.npy,id,2016.5302734375
DJ,dj_85_e5_p6.npy,id,1930.5496826171875
DJ,dj_86_e5_p3.npy,id,1601.75830078125
DJ,dj_87_e5_p4.npy,id,1905.19189453125
DJ,dj_88_e5_p8.npy,id,1603.1214599609375
DJ,dj_89_e5_p4.npy,id,1998.7205810546875
DJ,dj_8_e5_p6.npy,id,1996.01904296875
DJ,dj_90_e5_p4.npy,id,2276.55322265625
DJ,dj_91_e5_p3.npy,id,1243.0870361328125
DJ,dj_92_e5_p3.npy,id,1780.3905029296875
DJ,dj_93_e5_p3.npy,id,2054.589111328125
DJ,dj_94_e5_p8.npy,id,1761.38232421875
DJ,dj_95_e5_p3.npy,id,2011.7386474609375
DJ,dj_96_e5_p6.npy,id,2009.4649658203125
DJ,dj_97_e5_p2.npy,id,1005.3204345703125
DJ,dj_98_e5_p3.npy,id,1851.4339599609375
DJ,dj_99_e5_p3.npy,id,1560.4273681640625
DJ,dj_9_e5_p3.npy,id,1706.9539794921875
DX,dx_0_occl_e5_p3.npy,ood,-2487.18310546875
DX,dx_10_occl_e5_p3.npy,ood,-52584.03125
DX,dx_11_occl_e5_p3.npy,ood,-692.0230102539062
DX,dx_12_occl_e5_p3.npy,ood,-123110.078125
DX,dx_13_occl_e5_p3.npy,ood,-1701.048095703125
DX,dx_14_occl_e5_p7.npy,ood,71.23895263671875
DX,dx_15_occl_e5_p3.npy,ood,-7898.00830078125
DX,dx_16_occl_e5_p3.npy,ood,-635.1704711914062
DX,dx_17_occl_e5_p3.npy,ood,-126611.8828125
DX,dx_18_occl_e5_p3.npy,ood,-14161.869140625
DX,dx_19_occl_e5_p7.npy,ood,-11882.7158203125
DX,dx_1_occl_e5_p3.npy,ood,-5789.5791015625
DX,dx_20_occl_e5_p3.npy,ood,-2250.298583984375
DX,dx_21_occl_e5_p3.npy,ood,-530296.6875
DX,dx_22_occl_e5_p7.npy,ood,-52.180938720703125
DX,dx_23_occl_e5_p3.npy,ood,-14205.5390625
DX,dx_24_occl_e5_p3.npy,ood,-15017.4580078125
DX,dx_25_occl_e5_p3.npy,ood,-828.0735473632812
DX,dx_26_occl_e5_p3.npy,ood,-10280.162109375
DX,dx_27_occl_e5_p3.npy,ood,-1933.3919677734375
DX,dx_28_occl_e5_p3.npy,ood,-2757.836181640625
DX,dx_29_occl_e5_p3.npy,ood,-1068.7962646484375
DX,dx_2_occl_e5_p3.npy,ood,-4032.58837890625
DX,dx_30_occl_e5_p3.npy,ood,-66668.6171875
DX,dx_31_occl_e5_p3.npy,ood,-183851.640625
DX,dx_32_occl_e5_p3.npy,ood,-15836.40625
DX,dx_33_occl_e5_p8.npy,ood,-12058.0908203125
DX,dx_34_blackout_e5_p2.npy,id,2124.7431640625
DX,dx_35_blackout_e5_p3.npy,id,2037.5740966796875
DX,dx_36_blackout_e5_p2.npy,id,2295.52880859375
DX,dx_37_blackout_e5_p2.npy,id,2295.563720703125
DX,dx_38_blackout_e5_p6.npy,id,1444.83837890625
DX,dx_39_blackout_e5_p2.npy,id,2042.1446533203125
DX,dx_3_occl_e5_p3.npy,ood,-14956.08203125
DX,dx_40_blackout_e5_p2.npy,id,2068.000732421875
DX,dx_41_blackout_e5_p2.npy,id,1820.838623046875
DX,dx_42_blackout_e5_p7.npy,id,2099.207763671875
DX,dx_43_blackout_e5_p2.npy,id,2316.328369140625
DX,dx_44_blackout_e5_p2.npy,id,2065.425048828125
DX,dx_45_blackout_e5_p4.npy,id,2257.2607421875
DX,dx_46_blackout_e5_p2.npy,id,2361.904052734375
DX,dx_47_blackout_e5_p2.npy,id,2375.174560546875
DX,dx_48_blackout_e5_p4.npy,id,1972.2652587890625
DX,dx_49_blackout_e5_p2.npy,id,2118.636474609375
DX,dx_4_occl_e5_p4.npy,ood,-11629.896484375
DX,dx_50_blackout_e5_p2.npy,id,2466.09716796875
DX,dx_51_blackout_e5_p2.npy,id,2292.485595703125
DX,dx_52_blackout_e5_p2.npy,id,2270.22802734375
DX,dx_53_blackout_e5_p2.npy,id,2383.991455078125
DX,dx_54_blackout_e5_p2.npy,id,2162.437744140625
DX,dx_55_blackout_e5_p4.npy,id,2090.405029296875
DX,dx_56_blackout_e5_p2.npy,id,2276.569091796875
DX,dx_57_blackout_e5_p7.npy,id,2355.32080078125
DX,dx_58_blackout_e5_p3.npy,id,1159.1201171875
DX,dx_59_blackout_e5_p2.npy,id,2369.207275390625
DX,dx_5_occl_e5_p3.npy,ood,-98973.859375
DX,dx_60_blackout_e5_p2.npy,id,2184.444580078125
DX,dx_61_blackout_e5_p3.npy,id,2331.12451171875
DX,dx_62_blackout_e5_p7.npy,id,2159.885009765625
DX,dx_63_blackout_e5_p2.npy,id,2327.944091796875
DX,dx_64_blackout_e5_p2.npy,id,1787.7320556640625
DX,dx_65_blackout_e5_p3.npy,id,2336.413818359375
DX,dx_66_blackout_e5_p2.npy,id,2302.225830078125
DX,dx_67_blackout_e5_p7.npy,id,1621.9072265625
DX,dx_68_light_e5_p8.npy,ood,-33826968.0
DX,dx_69_light_e5_p8.npy,ood,-30810898.0
DX,dx_6_occl_e5_p8.npy,ood,-1532.5877685546875
DX,dx_70_light_e5_p3.npy,ood,-56886796.0
DX,dx_71_light_e5_p3.npy,ood,-58695796.0
DX,dx_72_light_e5_p8.npy,ood,-79154496.0
DX,dx_73_light_e5_p8.npy,ood,-23537864.0
DX,dx_74_light_e5_p3.npy,ood,-17475710.0
DX,dx_75_light_e5_p8.npy,ood,-60030180.0
DX,dx_76_light_e5_p8.npy,ood,-80613128.0
DX,dx_77_light_e5_p8.npy,ood,-73310976.0
DX,dx_78_light_e5_p2.npy,id,2248.707763671875
DX,dx_79_light_e5_p3.npy,ood,-64648448.0
DX,dx_7_occl_e5_p3.npy,ood,-0.6352311372756958
DX,dx_80_light_e5_p8.npy,ood,-86117080.0
DX,dx_81_light_e5_p8.npy,ood,-38744520.0
DX,dx_82_light_e5_p8.npy,ood,-33955356.0
DX,dx_83_light_e5_p8.npy,ood,-56864232.0
DX,dx_84_light_e5_p3.npy,ood,-59920436.0
DX,dx_85_light_e5_p8.npy,ood,-27162414.0
DX,dx_86_light_e5_p3.npy,ood,-54410720.0
DX,dx_87_light_e5_p8.npy,ood,-90087536.0
DX,dx_88_light_e5_p8.npy,ood,-34857676.0
DX,dx_89_light_e5_p8.npy,ood,-34790016.0
DX,dx_8_occl_e5_p3.npy,ood,-311.8690490722656
DX,dx_90_light_e5_p8.npy,ood,-58081528.0
DX,dx_91_light_e5_p3.npy,ood,-19689222.0
DX,dx_92_light_e5_p8.npy,ood,-52392500.0
DX,dx_93_light_e5_p8.npy,ood,-22414532.0
DX,dx_94_light_e5_p3.npy,ood,-32116484.0
DX,dx_95_light_e5_p8.npy,ood,-38444732.0
DX,dx_96_light_e5_p8.npy,ood,-3321875.5
DX,dx_97_light_e5_p8.npy,ood,-57510880.0
DX,dx_98_light_e5_p8.npy,ood,-79809968.0
DX,dx_99_light_e5_p8.npy,ood,-61922284.0
DX,dx_9_occl_e5_p3.npy,ood,-6554.626953125
DLF,dlf_0_e5_p3.npy,ood,319.47064208984375
DLF,dlf_10_e5_p3.npy,ood,105.64466857910156
DLF,dlf_11_e5_p3.npy,ood,380.6471862792969
DLF,dlf_12_e5_p8.npy,ood,-779.9527587890625
DLF,dlf_13_e5_p9.npy,ood,304.40277099609375
DLF,dlf_14_e5_p3.npy,id,639.0511474609375
DLF,dlf_15_e5_p8.npy,ood,533.9391479492188
DLF,dlf_16_e5_p3.npy,id,656.1026000976562
DLF,dlf_17_e5_p3.npy,ood,375.4137878417969
DLF,dlf_18_e5_p3.npy,id,1079.0855712890625
DLF,dlf_19_e5_p3.npy,ood,476.7193603515625
DLF,dlf_1_e5_p8.npy,ood,407.83251953125
DLF,dlf_20_e5_p3.npy,ood,-890.8040161132812
DLF,dlf_21_e5_p8.npy,id,558.1763916015625
DLF,dlf_22_e5_p3.npy,ood,183.64503479003906
DLF,dlf_23_e5_p3.npy,id,1091.66943359375
DLF,dlf_24_e5_p3.npy,id,964.1508178710938
DLF,dlf_25_e5_p3.npy,id,666.8338012695312
DLF,dlf_26_e5_p3.npy,ood,-420.8253173828125
DLF,dlf_27_e5_p7.npy,id,709.53076171875
DLF,dlf_28_e5_p0.npy,ood,-311.4767761230469
DLF,dlf_29_e5_p3.npy,id,669.9630737304688
DLF,dlf_2_e5_p8.npy,ood,-1721.9989013671875
DLF,dlf_30_e5_p6.npy,id,571.0662841796875
DLF,dlf_31_e5_p9.npy,id,586.5597534179688
DLF,dlf_32_e5_p3.npy,id,635.1726684570312
DLF,dlf_33_e5_p7.npy,id,936.6893920898438
DLF,dlf_34_e5_p3.npy,ood,509.73223876953125
DLF,dlf_35_e5_p3.npy,ood,-243.41854858398438
DLF,dlf_36_e5_p7.npy,id,799.4257202148438
DLF,dlf_37_e5_p3.npy,ood,-1118.7772216796875
DLF,dlf_38_e5_p3.npy,id,627.7047119140625
DLF,dlf_39_e5_p3.npy,ood,-998.5556640625
DLF,dlf_3_e5_p6.npy,ood,101.52039337158203
DLF,dlf_40_e5_p8.npy,ood,-262.65655517578125
DLF,dlf_41_e5_p8.npy,ood,-451.12103271484375
DLF,dlf_42_e5_p8.npy,id,556.404541015625
DLF,dlf_43_e5_p3.npy,ood,329.03369140625
DLF,dlf_44_e5_p8.npy,ood,-1562.939453125
DLF,dlf_45_e5_p8.npy,ood,209.01788330078125
DLF,dlf_46_e5_p3.npy,ood,294.357421875
DLF,dlf_47_e5_p3.npy,id,575.770263671875
DLF,dlf_48_e5_p7.npy,id,699.4369506835938
DLF,dlf_49_e5_p3.npy,ood,431.04803466796875
DLF,dlf_4_e5_p3.npy,id,1070.779296875
DLF,dlf_50_e5_p4.npy,ood,-408.89111328125
DLF,dlf_51_e5_p3.npy,ood,-3313.88232421875
DLF,dlf_52_e5_p8.npy,ood,108.1209487915039
DLF,dlf_53_e5_p7.npy,id,715.902099609375
DLF,dlf_54_e5_p3.npy,id,666.5922241210938
DLF,dlf_55_e5_p9.npy,ood,540.639404296875
DLF,dlf_56_e5_p0.npy,ood,69.56937408447266
DLF,dlf_57_e5_p8.npy,ood,-1958.81298828125
DLF,dlf_58_e5_p8.npy,ood,-1102.660888671875
DLF,dlf_59_e5_p3.npy,ood,456.3813781738281
DLF,dlf_5_e5_p3.npy,id,986.314697265625
DLF,dlf_60_e5_p6.npy,ood,-1501.182861328125
DLF,dlf_61_e5_p3.npy,id,709.1099243164062
DLF,dlf_62_e5_p7.npy,id,748.2846069335938
DLF,dlf_63_e5_p3.npy,id,638.3621215820312
DLF,dlf_64_e5_p2.npy,ood,486.6168212890625
DLF,dlf_65_e5_p3.npy,ood,213.4367218017578
DLF,dlf_66_e5_p8.npy,ood,-813.13623046875
DLF,dlf_67_e5_p8.npy,ood,-878.6035766601562
DLF,dlf_68_e5_p3.npy,id,1039.1494140625
DLF,dlf_69_e5_p3.npy,ood,459.51336669921875
DLF,dlf_6_e5_p4.npy,ood,-127.96531677246094
DLF,dlf_70_e5_p3.npy,ood,543.2190551757812
DLF,dlf_71_e5_p2.npy,ood,-673.3271484375
DLF,dlf_72_e5_p3.npy,id,597.64794921875
DLF,dlf_73_e5_p3.npy,id,585.3726196289062
DLF,dlf_74_e5_p9.npy,id,575.0746459960938
DLF,dlf_75_e5_p2.npy,ood,-1075.020263671875
DLF,dlf_76_e5_p3.npy,id,779.3857421875
DLF,dlf_77_e5_p3.npy,id,689.0484008789062
DLF,dlf_78_e5_p0.npy,ood,241.86276245117188
DLF,dlf_79_e5_p3.npy,ood,272.24810791015625
DLF,dlf_7_e5_p3.npy,id,655.1241455078125
DLF,dlf_80_e5_p8.npy,ood,475.4915771484375
DLF,dlf_81_e5_p6.npy,ood,382.4715270996094
DLF,dlf_82_e5_p6.npy,ood,369.3858642578125
DLF,dlf_83_e5_p3.npy,ood,-2480.39697265625
DLF,dlf_84_e5_p9.npy,id,629.4600219726562
